ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS18360 0 0 0 0 0
PP4_RS18375 0 0 0 0 0
PP4_RS18380 0 0 0 0 0
PP4_RS18385 0 0 0 0 0
PP4_RS18390 0 0 0 0 0
PP4_RS18395 0 0 0 0 0
PP4_RS18400 0 0 1 0 0
PP4_RS18405 0 0 0 0 0
PP4_RS18410 0 0 0 0 0
PP4_RS18415 0 0 0 0 0
PP4_RS18420 0 0 0 0 0
PP4_RS18430 0 0 0 0 0
PP4_RS18435 0 0 0 0 0
PP4_RS18440 0 0 0 0 0
PP4_RS18450 0 0 0 0 0
PP4_RS18455 0 0 0 0 0
PP4_RS18460 0 0 0 0 0
PP4_RS18465 0 0 0 0 0
PP4_RS18470 0 0 0 0 0
PP4_RS18475 41 35 40 0 9
PP4_RS18480 3 1 2 0 0
PP4_RS18485 0 0 0 0 0
PP4_RS18490 0 0 0 0 0
PP4_RS18495 0 0 0 0 0
PP4_RS18500 14 15 14 0 24
PP4_RS18505 0 0 0 0 0
PP4_RS18510 0 0 0 0 0
PP4_RS18515 0 0 0 0 0
PP4_RS18520 102 113 100 0 76
PP4_RS18525 360 381 330 0 462
PP4_RS18530 27 18 15 0 39
PP4_RS18535 143 117 109 0 210
PP4_RS18540 365 404 380 0 2743
PP4_RS18545 24 29 30 0 14
PP4_RS18550 443 461 466 0 796
PP4_RS18555 9 4 6 0 2
PP4_RS18560 1009 950 973 0 585
PP4_RS18565 153 120 130 0 166
PP4_RS18570 14 14 14 0 30
PP4_RS18575 8 9 11 0 64
PP4_RS18580 8 3 11 0 12
PP4_RS18585 68 66 84 0 235
PP4_RS18590 44 33 41 0 234
PP4_RS18595 258 296 272 0 1025
PP4_RS18600 109 109 123 0 344
PP4_RS18605 104 83 101 0 110
PP4_RS18610 853 786 895 0 1090
PP4_RS18615 30 31 21 0 20
PP4_RS18620 3243 3274 3317 0 4304
PP4_RS18625 323 329 282 0 601
PP4_RS18630 39 29 26 0 48
PP4_RS18635 120 119 132 0 68
PP4_RS18640 66 96 67 0 136
PP4_RS18645 0 0 0 0 0
PP4_RS18650 352 350 360 0 267
PP4_RS18655 76 75 79 0 304
PP4_RS18660 22 19 21 0 37
PP4_RS18665 86 106 117 0 190
PP4_RS18670 142 138 137 0 70
PP4_RS18675 708 674 682 0 1749
PP4_RS18680 68 80 70 0 95
PP4_RS18685 883 919 857 0 1025
PP4_RS18690 1461 1475 1500 0 1152
PP4_RS18695 17 15 16 0 17
PP4_RS18700 835 815 806 0 328
PP4_RS18705 203 204 232 0 186
PP4_RS18710 419 391 407 0 938
PP4_RS18715 43 50 43 0 26
PP4_RS18720 219 247 233 0 262
PP4_RS18725 3 7 6 0 24
PP4_RS18730 2 3 4 0 3
PP4_RS18735 7 4 10 0 26
PP4_RS18740 3 3 5 0 2
PP4_RS18745 18 27 25 0 34
PP4_RS18750 27 29 25 0 17
PP4_RS18755 78 75 101 0 119
PP4_RS18760 1766 1669 1710 0 842
PP4_RS18765 28 38 19 0 15
PP4_RS18770 11 13 7 0 27
PP4_RS18775 14 19 22 0 11
PP4_RS18780 75 94 80 0 90
PP4_RS18785 52 53 48 0 60
PP4_RS18790 48 60 51 0 24
PP4_RS18795 737 720 705 0 524
PP4_RS18800 215 196 206 0 155
PP4_RS18805 48 42 30 0 37
PP4_RS18810 28 34 31 0 45
PP4_RS18815 4 5 2 0 0
PP4_RS18820 13 26 25 0 2
PP4_RS18825 62 63 77 0 264
PP4_RS18830 265 260 276 0 184
PP4_RS18835 54 51 59 0 0
PP4_RS18840 26 28 37 0 1
PP4_RS18845 84 73 87 0 87
PP4_RS18850 1 1 3 0 1
PP4_RS18855 3 3 6 0 3
PP4_RS18860 156 196 142 0 435
PP4_RS18865 276 275 258 0 582
PP4_RS18870 40 28 36 0 22
PP4_RS18875 434 433 435 0 1343
PP4_RS18880 116 133 132 0 204
PP4_RS18885 19 23 28 0 58
PP4_RS18890 0 0 0 0 0
PP4_RS18895 0 3 1 0 3
PP4_RS18900 4 2 1 0 4
PP4_RS18905 0 1 0 0 0
PP4_RS18910 34078 34055 34287 0 16172
PP4_RS18915 662 702 730 0 636
PP4_RS18920 286 262 246 0 198
PP4_RS18925 43 51 39 0 47
PP4_RS18930 186 162 173 0 93
PP4_RS18935 372 394 372 0 33
PP4_RS18940 36 40 39 0 20
PP4_RS18945 2703 2702 2663 0 3088
PP4_RS18950 147 150 153 0 186
PP4_RS18955 2407 2548 2480 0 3484
PP4_RS18960 20 16 26 0 59
PP4_RS18965 8 9 11 0 36
PP4_RS18970 5 6 5 0 31
PP4_RS18975 0 0 0 0 0
PP4_RS18980 0 0 0 0 0
PP4_RS18985 3 1 2 0 6
PP4_RS18990 27 24 31 0 11
PP4_RS19000 0 0 0 0 0
PP4_RS19005 32 40 32 0 27
PP4_RS19010 4 8 4 0 8
PP4_RS19015 8 6 5 0 7
PP4_RS19020 0 1 0 0 2
PP4_RS19025 2 1 0 0 3
PP4_RS19030 1 5 2 0 8
PP4_RS19035 11 18 6 0 41
PP4_RS19040 21 29 34 0 90
PP4_RS19045 4 8 5 0 3
PP4_RS19050 9 11 7 0 12
PP4_RS19055 13 12 18 0 4
PP4_RS19060 2 2 1 0 1
PP4_RS19065 6 11 3 0 6
PP4_RS19070 0 1 3 0 3
PP4_RS19075 6 4 4 0 5
PP4_RS19080 56 52 52 0 91
PP4_RS19085 14 10 12 0 2
PP4_RS19090 28 26 32 0 30
PP4_RS19095 127 132 109 0 225
PP4_RS19100 125 116 91 0 522
PP4_RS19105 9 6 6 0 16
PP4_RS19110 3 1 1 0 0
PP4_RS19115 0 0 0 0 0
PP4_RS19120 59 67 80 0 365
PP4_RS19125 3 3 7 0 23
PP4_RS19130 2 3 3 0 2
PP4_RS19135 11 7 12 0 37
PP4_RS19140 21 22 12 0 41
PP4_RS19145 38 31 42 0 88
PP4_RS19150 41 36 31 0 80
PP4_RS19155 72 55 50 0 72
PP4_RS19160 20 22 24 0 278
PP4_RS19165 294 249 268 0 1338
PP4_RS19170 3 12 9 0 0
PP4_RS19175 342 347 319 0 229
PP4_RS19180 133 156 130 0 30
PP4_RS19185 980 917 989 0 1038
PP4_RS19190 177 184 177 0 309
PP4_RS19195 170 158 172 0 82
PP4_RS19200 108 125 114 0 151
PP4_RS19205 100 120 106 0 177
PP4_RS19210 101 98 83 0 321
PP4_RS19215 3 5 5 0 8
PP4_RS19220 49 43 34 0 513
PP4_RS19225 2 2 4 0 1
PP4_RS19230 91 76 79 0 37
PP4_RS19235 15 25 20 0 2
PP4_RS19240 295 264 306 0 861
PP4_RS19245 72 70 65 0 802
PP4_RS19250 5 2 7 0 1
PP4_RS19255 24 32 39 0 34
PP4_RS19260 14 16 20 0 18
PP4_RS19265 76 59 79 0 21
PP4_RS19270 99 84 103 0 173
PP4_RS19275 442 415 414 0 517
PP4_RS19280 770 766 764 0 1817
PP4_RS19285 125 108 126 0 226
PP4_RS19290 15 23 20 0 20
PP4_RS19295 141 133 152 0 196
PP4_RS19300 720 680 721 0 1040
PP4_RS19305 183 206 185 0 221
PP4_RS19310 39 28 25 0 37
PP4_RS19315 608 597 559 0 821
PP4_RS19320 183 180 153 0 91
PP4_RS19325 877 883 925 0 2342
PP4_RS19330 357 322 340 0 3506
PP4_RS19335 35 38 33 0 710
PP4_RS19340 88 77 84 0 1166
PP4_RS19345 315 298 317 0 4612
PP4_RS19350 50 47 45 0 94
PP4_RS19355 385 463 418 0 672
PP4_RS19360 1395 1455 1468 0 5803
PP4_RS19365 37 25 35 0 61
PP4_RS19370 48 35 35 0 111
PP4_RS19375 4 7 6 0 20
PP4_RS19380 7 4 4 0 4
PP4_RS19385 1 0 1 0 0
PP4_RS19390 4 4 5 0 1
PP4_RS19395 6 4 7 0 2
PP4_RS19400 12 13 16 0 7
PP4_RS19405 14 19 12 0 14
PP4_RS19410 99 92 81 0 163
PP4_RS19415 548 638 606 0 882
PP4_RS19420 12 9 7 0 10
PP4_RS19425 12 14 16 0 12
PP4_RS19430 197 211 213 0 468
PP4_RS19435 414 387 446 0 1820
PP4_RS19440 7 12 7 0 3
PP4_RS19445 0 0 0 0 0
PP4_RS19450 29 22 25 0 7
PP4_RS19455 24 20 26 0 21
PP4_RS19460 7 12 10 0 0
PP4_RS19465 244 210 201 0 308
PP4_RS19470 32 34 30 0 24
PP4_RS19475 57 49 60 0 21
PP4_RS19480 14 11 10 0 1
PP4_RS19485 77 96 79 0 149
PP4_RS19490 44 39 27 0 55
PP4_RS19495 484 485 444 0 685
PP4_RS19500 1868 1895 1928 0 3049
PP4_RS19505 673 674 619 0 774
PP4_RS19510 336 355 316 0 431
PP4_RS19515 113 126 126 0 156
PP4_RS19520 317 306 341 0 47
PP4_RS19530 47 39 37 0 25
PP4_RS19535 112 117 129 0 107
PP4_RS19540 26 25 28 0 30
PP4_RS19545 121 116 122 0 170
PP4_RS19550 560 544 576 0 964
PP4_RS19555 34 24 34 0 4
PP4_RS19560 14 17 13 0 48
PP4_RS19565 181 202 189 0 197
PP4_RS19570 83 75 69 0 21
PP4_RS19575 50 58 53 0 59
PP4_RS19580 43 18 25 0 53
PP4_RS19585 53 63 58 0 230
PP4_RS19590 23 19 12 0 14
PP4_RS19595 93 118 108 0 192
PP4_RS19600 134 146 138 0 252
PP4_RS19605 210 198 231 0 293
PP4_RS19610 709 668 736 0 780
PP4_RS19615 0 0 0 0 0
PP4_RS19620 1 0 0 0 0
PP4_RS19625 0 0 0 0 0
PP4_RS19630 0 0 0 0 0
PP4_RS19635 0 0 0 0 0
PP4_RS19640 0 0 0 0 0
PP4_RS19645 0 0 0 0 0
PP4_RS19650 0 0 0 0 0
PP4_RS19655 0 0 0 0 0
PP4_RS19660 18 17 23 0 9
PP4_RS19665 7 15 12 0 4
PP4_RS19670 10 12 12 0 5
PP4_RS19675 9 8 5 0 2
PP4_RS19680 7 14 9 0 34
PP4_RS19685 70 61 53 0 66
PP4_RS19690 46 51 45 0 18
PP4_RS19695 137 163 129 0 174
PP4_RS19700 222 223 194 0 497
PP4_RS19705 116 92 106 0 173
PP4_RS19710 140 133 133 0 344
PP4_RS19715 257 274 264 0 870
PP4_RS19720 399 385 396 0 4095
PP4_RS19725 1 1 1 0 0
PP4_RS19730 5 8 7 0 2
PP4_RS19735 439 462 483 0 768
PP4_RS19740 3 11 3 0 27
PP4_RS19745 181 185 191 0 263
PP4_RS19750 1 2 2 0 25
PP4_RS19755 8 9 16 0 17
PP4_RS19760 5 11 8 0 8
PP4_RS19765 11 6 9 0 43
PP4_RS19770 37 55 39 0 173
PP4_RS19775 917 891 888 0 2649
PP4_RS19780 2119 2137 2102 0 1749
PP4_RS19785 12 13 15 0 4
PP4_RS19790 3 1 3 0 0
PP4_RS19795 2 7 5 0 5
PP4_RS19800 17 24 24 0 28
PP4_RS19805 38 43 38 0 14
PP4_RS19810 4 10 8 0 9
PP4_RS19815 130 143 150 0 121
PP4_RS19820 30 44 45 0 34
PP4_RS19825 11 2 5 0 5
PP4_RS19830 54 62 57 0 35
PP4_RS19835 4 2 3 0 0
PP4_RS19840 127 125 153 0 291
PP4_RS19845 130 131 135 0 154
PP4_RS19850 4 8 9 0 22
PP4_RS19855 328 334 264 0 349
PP4_RS19860 6 6 3 0 0
PP4_RS19865 244 238 243 0 663
PP4_RS19870 44 55 44 0 69
PP4_RS19875 20 15 13 0 17
PP4_RS19880 25 26 18 0 64
PP4_RS19885 24 23 22 0 56
PP4_RS19890 13 17 11 0 15
PP4_RS19895 0 0 1 0 0
PP4_RS19900 6 4 8 0 26
PP4_RS19905 372 398 405 0 711
PP4_RS19910 17 14 20 0 277
PP4_RS19915 13 17 12 0 6
PP4_RS19920 305 311 276 0 404
PP4_RS19925 251 267 269 0 546
PP4_RS19930 46 49 39 0 213
PP4_RS19935 140 125 130 0 470
PP4_RS19940 317 326 320 0 789
PP4_RS19945 66 71 74 0 166
PP4_RS19950 264 314 268 0 99
PP4_RS19955 49 57 50 0 246
PP4_RS19960 62 73 63 0 70
PP4_RS19965 0 0 0 0 0
PP4_RS19970 0 0 0 0 0
PP4_RS19975 14 30 27 0 11
PP4_RS19980 275 306 266 0 381
PP4_RS19985 0 0 0 0 0
PP4_RS19990 65 78 94 0 201
PP4_RS19995 10 7 7 0 0
PP4_RS20000 1 0 0 0 0
PP4_RS20005 0 0 1 0 0
PP4_RS20010 0 0 1 0 0
PP4_RS20015 0 0 1 0 0
PP4_RS20020 0 0 0 0 0
PP4_RS20025 1 0 0 0 0
PP4_RS20030 0 0 0 0 0
PP4_RS20035 0 0 2 0 0
PP4_RS20040 0 0 0 0 0
PP4_RS20045 4 2 2 0 0
PP4_RS20050 0 0 0 0 0
PP4_RS20055 0 1 0 0 0
PP4_RS20060 0 0 0 0 0
PP4_RS20065 0 0 0 0 0
PP4_RS20070 0 0 0 0 0
PP4_RS20075 0 0 0 0 0
PP4_RS20080 0 0 0 0 0
PP4_RS20085 0 0 0 0 0
PP4_RS20090 2 1 0 0 3
PP4_RS20095 0 0 0 0 0
PP4_RS20100 0 0 0 0 0
PP4_RS20105 0 0 0 0 0
PP4_RS20110 0 0 0 0 0
PP4_RS20115 0 0 0 0 0
PP4_RS20125 0 0 0 0 0
PP4_RS20130 15 16 13 0 1
PP4_RS20135 62 89 56 0 40
PP4_RS20140 441 361 414 0 402
PP4_RS20145 0 1 0 0 0
PP4_RS20150 16487 16414 16363 0 14052
PP4_RS20155 2421 2418 2452 0 1079
PP4_RS20160 313 336 329 0 670
PP4_RS20165 465 446 460 0 416
PP4_RS20170 274 287 261 0 493
PP4_RS20175 904 873 929 0 2464
PP4_RS20180 35 36 32 0 5
PP4_RS20185 306 302 320 0 223
PP4_RS20190 240 215 228 0 131
PP4_RS20195 228 255 238 0 217
PP4_RS20200 869 828 842 0 509
PP4_RS20205 320 315 332 0 577
PP4_RS20210 60 42 62 0 340
PP4_RS20215 32 27 40 0 73
PP4_RS20220 509 464 485 0 867
PP4_RS20225 82 65 84 0 185
PP4_RS20230 308 277 277 0 1738
PP4_RS20235 642 662 668 0 560
PP4_RS20240 35 39 27 0 20
PP4_RS20245 553 559 571 0 936
PP4_RS20250 29 36 21 0 60
PP4_RS20255 87 95 116 0 1313
PP4_RS20260 72 89 67 0 436
PP4_RS20265 13 22 26 0 199
PP4_RS20270 2 4 2 0 1
PP4_RS20275 0 0 0 0 0
PP4_RS20285 8 8 11 0 17
PP4_RS20290 0 0 0 0 0
PP4_RS20295 0 0 0 0 0
PP4_RS20300 0 0 0 0 0
PP4_RS20305 0 0 0 0 0
PP4_RS20310 0 0 0 0 0
PP4_RS20315 0 0 0 0 0
PP4_RS20320 1474 1533 1502 0 206
PP4_RS20325 285 278 313 0 89
PP4_RS20330 369 368 376 0 1185
PP4_RS20335 22 28 20 0 20
PP4_RS20340 0 3 2 0 0
PP4_RS20345 91 99 105 0 274
PP4_RS20350 62 62 66 0 147
PP4_RS20355 10 7 7 0 5
PP4_RS20360 27 33 46 0 88
PP4_RS20365 55 50 52 0 186
PP4_RS20370 270 293 287 0 500
PP4_RS20375 195 209 154 0 134
PP4_RS20380 53 62 63 0 110
PP4_RS20385 165 194 132 0 93
PP4_RS20390 111 103 89 0 115
PP4_RS20395 21 14 17 0 80
PP4_RS20400 1524 1582 1543 0 1082
PP4_RS20405 131 107 131 0 339
PP4_RS20410 15 33 24 0 38
PP4_RS20415 42 40 57 0 207
PP4_RS20420 69 71 60 0 163
PP4_RS20425 68 78 57 0 79
PP4_RS20430 269 241 220 0 109
PP4_RS20435 1778 1750 1738 0 5785
PP4_RS20440 14 19 18 0 33
PP4_RS20445 69 62 59 0 37
PP4_RS20450 369 345 372 0 227
PP4_RS20455 24 33 23 0 44
PP4_RS20460 645 604 664 0 7313
PP4_RS20465 39 43 41 0 53
PP4_RS20470 114 108 108 0 237
PP4_RS20475 3 3 3 0 2
PP4_RS20480 7 3 4 0 9
PP4_RS20485 15 17 7 0 24
PP4_RS20490 0 0 0 0 0
PP4_RS20495 0 0 0 0 0
PP4_RS20500 0 0 0 0 0
PP4_RS20505 0 0 0 0 0
PP4_RS20510 8 5 4 0 5
PP4_RS20515 5 3 5 0 0
PP4_RS20520 1 1 1 0 0
PP4_RS20525 245 250 240 0 274
PP4_RS20530 0 0 0 0 0
PP4_RS20535 82 80 64 0 55
PP4_RS20540 124 103 99 0 68
PP4_RS20545 29 18 29 0 19
PP4_RS20550 289 316 313 0 1113
PP4_RS20555 29 37 46 0 17
PP4_RS20560 1 0 4 0 3
PP4_RS20565 41 52 70 0 265
PP4_RS20570 43 32 37 0 92
PP4_RS20575 307 304 288 0 121
PP4_RS20580 1 1 1 0 0
PP4_RS20585 0 1 0 0 0
PP4_RS20600 223 188 189 0 208
PP4_RS20605 15 11 5 0 2
PP4_RS20610 7 6 2 0 3
PP4_RS20615 3 2 1 0 0
PP4_RS20620 0 0 0 0 0
PP4_RS20625 5 2 3 0 1
PP4_RS20630 11 8 7 0 2
PP4_RS20635 38 31 35 0 0
PP4_RS20640 6 6 6 0 0
PP4_RS20645 8 11 7 0 5
PP4_RS20650 20 7 19 0 1
PP4_RS20655 89 74 75 0 32
PP4_RS20660 134 120 162 0 83
PP4_RS20670 0 0 1 0 0
PP4_RS20675 66 94 70 0 40
PP4_RS20680 87 105 79 0 166
PP4_RS20685 80 95 80 0 310
PP4_RS20690 40 56 49 0 69
PP4_RS20695 24 22 20 0 1
PP4_RS20700 545 543 523 0 711
PP4_RS20705 146 126 143 0 223
PP4_RS20710 242 230 259 0 847
PP4_RS20715 6 13 5 0 744
PP4_RS20720 89 87 78 0 280
PP4_RS20725 55 65 63 0 25
PP4_RS20730 788 786 772 0 1616
PP4_RS20735 144 145 140 0 438
PP4_RS20740 197 188 189 0 561
PP4_RS20745 47 54 36 0 20
PP4_RS20750 23 9 20 0 0
PP4_RS20755 59 92 83 0 142
PP4_RS20760 79 70 64 0 59
PP4_RS20765 22 22 28 0 12
PP4_RS20770 25 26 32 0 10
PP4_RS20775 281 239 266 0 459
PP4_RS20780 34 27 34 0 29
PP4_RS20785 74 54 49 0 19
PP4_RS20790 47 38 40 0 31
PP4_RS20795 33 38 44 0 20
PP4_RS20800 91 93 110 0 230
PP4_RS20805 145 166 121 0 1037
PP4_RS20810 44 44 34 0 38
PP4_RS20815 896 881 867 0 1598
PP4_RS20820 326 344 313 0 293
PP4_RS20825 61 64 53 0 768
PP4_RS20830 413 380 390 0 859
PP4_RS20835 20 30 15 0 63
PP4_RS20840 81 97 79 0 75
PP4_RS20845 3 1 2 0 0
PP4_RS20850 584 561 569 0 556
PP4_RS20855 52 46 46 0 20
PP4_RS20860 983 908 963 0 1200
PP4_RS20865 43 24 32 0 24
PP4_RS20870 10 17 14 0 10
PP4_RS20875 299 274 290 0 308
PP4_RS20880 117 111 101 0 288
PP4_RS20885 14 8 1 0 2
PP4_RS20890 2554 2584 2481 0 1796
PP4_RS20895 1734 1711 1714 0 2598
PP4_RS20900 78 76 76 0 37
PP4_RS20905 123 161 128 0 134
PP4_RS20910 52 52 53 0 61
PP4_RS20915 79 80 79 0 100
PP4_RS20920 136 137 147 0 269
PP4_RS20925 327 325 308 0 488
PP4_RS20930 50 45 45 0 38
PP4_RS20935 30 42 47 0 97
PP4_RS20940 47 51 55 0 42
PP4_RS20945 2725 2629 2683 0 1898
PP4_RS20950 416 404 420 0 626
PP4_RS20955 1440 1334 1374 0 3626
PP4_RS20960 16 16 20 0 13
PP4_RS20965 454 439 483 0 495
PP4_RS20970 536 486 502 0 822
PP4_RS20975 26 18 21 0 0
PP4_RS20980 62 54 59 0 47
PP4_RS20985 175 191 150 0 181
PP4_RS20990 156 147 142 0 162
PP4_RS20995 176 145 178 0 139
PP4_RS21000 555 566 565 0 471
PP4_RS21005 1092 1169 1146 0 1417
PP4_RS21010 365 386 397 0 556
PP4_RS21015 43 50 49 0 63
PP4_RS21020 115 94 98 0 143
PP4_RS21025 167 178 187 0 186
PP4_RS21030 398 347 361 0 223
PP4_RS21035 164 157 188 0 45
PP4_RS21040 2123 2108 2164 0 3026
PP4_RS21045 6393 6696 6320 0 3809
PP4_RS21050 280 269 275 0 839
PP4_RS21055 537 537 539 0 1073
PP4_RS21060 279 255 237 0 416
PP4_RS21065 49 45 53 0 83
PP4_RS21070 104 132 134 0 182
PP4_RS21075 73 72 69 0 199
PP4_RS21080 344 346 329 0 1017
PP4_RS21085 46 58 43 0 142
PP4_RS21090 0 2 0 0 0
PP4_RS21095 42 48 32 0 35
PP4_RS21100 274 315 258 0 769
PP4_RS21105 41 57 51 0 127
PP4_RS21110 9 16 17 0 77
PP4_RS21115 33 48 32 0 89
PP4_RS21120 522 545 520 0 237
PP4_RS21125 52 76 55 0 292
PP4_RS21130 27 17 18 0 65
PP4_RS21135 37 61 43 0 124
PP4_RS21140 81 94 115 0 102
PP4_RS21145 55 59 61 0 33
PP4_RS21150 98 85 73 0 131
PP4_RS21155 31 32 23 0 52
PP4_RS21160 23 24 20 0 85
PP4_RS21165 16 13 7 0 7
PP4_RS21170 78 89 73 0 117
PP4_RS21175 28 19 29 0 5
PP4_RS21180 23 20 9 0 59
PP4_RS21185 44 32 38 0 57
PP4_RS21190 1581 1536 1545 0 1153
PP4_RS21195 276 310 272 0 394
PP4_RS21200 59 56 52 0 35
PP4_RS21205 158 171 159 0 1411
PP4_RS21210 374 361 363 0 1679
PP4_RS21215 19 20 21 0 66
PP4_RS21220 61 56 53 0 31
PP4_RS21225 277 285 247 0 240
PP4_RS21230 131 149 145 0 217
PP4_RS21235 36 34 43 0 61
PP4_RS21240 427 453 446 0 745
PP4_RS21250 242 235 267 0 289
PP4_RS21255 95 107 86 0 193
PP4_RS21260 128 127 117 0 57
PP4_RS21265 20 23 25 0 12
PP4_RS21270 47 39 50 0 43
PP4_RS21275 23 30 13 0 5
PP4_RS21280 347 330 347 0 623
PP4_RS21285 266 271 286 0 276
PP4_RS21290 348 350 328 0 191
PP4_RS21295 43 51 43 0 30
PP4_RS21300 37 40 39 0 48
PP4_RS21305 35 37 38 0 45
PP4_RS21310 268 284 269 0 135
PP4_RS21315 310 289 262 0 697
PP4_RS21320 56 60 68 0 75
PP4_RS21325 69 68 74 0 61
PP4_RS21330 95 93 81 0 109
PP4_RS21335 2 5 3 0 0
PP4_RS21345 1 3 7 0 1
PP4_RS21350 0 0 1 0 0
PP4_RS21355 717 724 737 0 950
PP4_RS21360 939 871 862 0 865
PP4_RS21365 398 375 350 0 486
PP4_RS21370 10 11 10 0 26
PP4_RS21375 49 41 42 0 133
PP4_RS21380 7 9 15 0 9
PP4_RS21385 936 874 831 0 839
PP4_RS21390 1676 1656 1623 0 690
PP4_RS21395 803 764 771 0 226
PP4_RS21400 10 13 12 0 0
PP4_RS21405 679 660 717 0 1066
PP4_RS21410 25 30 25 0 267
PP4_RS21415 61 72 64 0 97
PP4_RS21420 51 50 37 0 19
PP4_RS21425 351 389 359 0 539
PP4_RS21430 28 13 18 0 61
PP4_RS21435 20 24 11 0 7
PP4_RS21440 115 96 106 0 112
PP4_RS21445 192 172 169 0 225
PP4_RS21450 51 53 40 0 58
PP4_RS21455 65 58 53 0 164
PP4_RS21460 0 0 0 0 0
PP4_RS21465 0 0 0 0 0
PP4_RS21470 0 0 0 0 0
PP4_RS21475 0 0 1 0 0
PP4_RS21480 0 0 1 0 3
PP4_RS21485 0 0 0 0 0
PP4_RS21490 2 8 3 0 2
PP4_RS21495 1 0 0 0 3
PP4_RS21500 1 1 0 0 4
PP4_RS21505 3 10 4 0 5
PP4_RS21510 0 0 0 0 0
PP4_RS21515 2 2 6 0 11
PP4_RS21520 19 19 15 0 53
PP4_RS21525 2 8 6 0 2
PP4_RS21530 1 0 0 0 0
PP4_RS21535 0 0 0 0 0
PP4_RS21540 12 8 12 0 12
PP4_RS21545 44 45 42 0 66
PP4_RS21550 2253 2188 2247 0 4912
PP4_RS21555 239 230 228 0 347
PP4_RS21560 68 70 52 0 46
PP4_RS21565 207 201 182 0 178
PP4_RS21570 0 0 0 0 0
PP4_RS21575 513 504 502 0 1125
PP4_RS21580 1179 1182 1148 0 2761
PP4_RS21585 148 134 143 0 171
PP4_RS21590 5 7 6 0 9
PP4_RS21595 4 2 5 0 2
PP4_RS21600 83 115 92 0 116
PP4_RS21605 47 46 52 0 28
PP4_RS21610 2177 2211 2140 0 4905
PP4_RS21615 0 0 0 0 0
PP4_RS21620 43 46 51 0 982
PP4_RS21625 18 16 11 0 1169
PP4_RS21630 150 169 177 0 4387
PP4_RS21635 108 124 110 0 921
PP4_RS21640 29 22 26 0 309
PP4_RS21645 94 125 114 0 189
PP4_RS21650 17 26 32 0 96
PP4_RS21655 11 18 9 0 54
PP4_RS21660 5 7 11 0 45
PP4_RS21665 67 64 41 0 1578
PP4_RS21670 6 5 3 0 22
PP4_RS21675 32 34 24 0 70
PP4_RS21680 38 26 38 0 70
PP4_RS21685 223 241 238 0 2392
PP4_RS21690 682 667 679 0 1813
PP4_RS21695 15 16 15 0 43
PP4_RS21700 37 32 41 0 71
PP4_RS21705 65 67 74 0 38
PP4_RS21710 97 74 103 0 141
PP4_RS21715 33 33 27 0 8
PP4_RS21720 163 143 157 0 118
PP4_RS21725 3704 3743 3669 0 1044
PP4_RS21730 3899 3905 3941 0 563
PP4_RS21735 8358 8298 8147 0 1255
PP4_RS21740 3788 3739 3875 0 891
PP4_RS21745 876 839 861 0 154
PP4_RS21750 88 76 66 0 161
PP4_RS21755 7 7 5 0 0
PP4_RS21760 164 160 155 0 10
PP4_RS21765 1205 1195 1228 0 264
PP4_RS21770 104 130 139 0 68
PP4_RS21775 425 452 411 0 190
PP4_RS21780 2829 2929 2857 0 1811
PP4_RS21785 13 17 15 0 9
PP4_RS21790 81 88 87 0 45
PP4_RS21795 166 176 168 0 289
PP4_RS21800 1279 1228 1253 0 722
PP4_RS21805 42 43 35 0 19
PP4_RS21810 20 24 21 0 88
PP4_RS21815 861 943 909 0 2351
PP4_RS21820 42 41 39 0 25
PP4_RS21825 681 643 689 0 1880
PP4_RS21830 36 22 30 0 56
PP4_RS21835 5 9 0 0 4
PP4_RS21840 4 7 7 0 8
PP4_RS21845 14 8 12 0 2
PP4_RS21850 3 2 1 0 0
PP4_RS21855 0 0 0 0 0
PP4_RS21860 218 211 208 0 241
PP4_RS21865 200 235 216 0 425
PP4_RS21870 550 518 491 0 925
PP4_RS21875 1033 1079 1053 0 2062
PP4_RS21880 174 188 175 0 333
PP4_RS21885 25 26 20 0 0
PP4_RS21890 1045 1060 1086 0 541
PP4_RS21895 544 509 534 0 351
PP4_RS21900 466 511 408 0 430
PP4_RS21905 1149 1135 1123 0 969
PP4_RS21910 142 119 145 0 430
PP4_RS21915 98 107 98 0 142
PP4_RS21920 183 176 153 0 147
PP4_RS21925 248 188 181 0 142
PP4_RS21930 203 196 185 0 672
PP4_RS21935 725 814 830 0 1188
PP4_RS21940 3822 3765 3697 0 1049
PP4_RS21945 332 341 395 0 268
PP4_RS21950 41 58 43 0 4
PP4_RS21955 88 70 82 0 65
PP4_RS21960 124 139 128 0 10
PP4_RS21965 214 208 225 0 14
PP4_RS21970 173 201 173 0 10
PP4_RS21975 842 842 893 0 65
PP4_RS21980 105 86 102 0 84
PP4_RS21985 228 242 197 0 402
PP4_RS21990 64 80 92 0 54
PP4_RS21995 415 432 412 0 646
PP4_RS22000 64 74 66 0 160
PP4_RS22005 49 65 63 0 49
PP4_RS22010 394 398 390 0 446
PP4_RS22015 3 4 6 0 0
PP4_RS22020 4 5 2 0 3
PP4_RS22025 74 89 80 0 149
